ID,Date,Temperature,Precipitation,WindSpeed
17060,23/01/2016 11:00,2.3,NULL,7.7
17060,23/01/2016 12:00,2,NULL,6.7
17060,23/01/2016 13:00,1.4,NULL,7.2
17060,23/01/2016 14:00,1.6,NULL,7.7
17060,23/01/2016 15:00,-0.3,NULL,6.7
17060,23/01/2016 16:00,1,NULL,5.1
17060,23/01/2016 17:00,0.9,NULL,5.7
17060,23/01/2016 18:00,0.9,NULL,6.2
17060,23/01/2016 19:00,0.6,NULL,5.7
17060,23/01/2016 20:00,1.3,NULL,4.1
17060,23/01/2016 21:00,0,NULL,4.6
17060,23/01/2016 22:00,-0.8,NULL,3.6
17060,23/01/2016 23:00,-0.7,NULL,2.1
17060,24/01/2016 00:00,0.3,NULL,5.1
17060,24/01/2016 01:00,NULL,NULL,6.7
17060,24/01/2016 02:00,-1.1,NULL,5.1
17060,24/01/2016 03:00,-0.8,NULL,5.7
17060,24/01/2016 04:00,-1,NULL,6.2
17060,24/01/2016 05:00,-0.1,NULL,8.7
17060,24/01/2016 06:00,-0.1,NULL,7.2
17060,24/01/2016 07:00,0.7,NULL,8.7
17060,24/01/2016 08:00,0.8,NULL,8.2
17060,24/01/2016 09:00,1.1,NULL,9.8
17060,24/01/2016 10:00,NULL,NULL,10.3
17060,24/01/2016 11:00,1.8,NULL,8.2
17060,24/01/2016 12:00,2,NULL,7.7
17060,24/01/2016 13:00,2,NULL,7.2
17060,24/01/2016 14:00,0.2,NULL,6.7
17060,24/01/2016 15:00,0.2,NULL,4.1
17060,24/01/2016 16:00,0,NULL,3.6
17060,24/01/2016 17:00,-0.1,NULL,4.6
17060,24/01/2016 18:00,-0.3,NULL,4.1
17060,24/01/2016 19:00,-1,NULL,4.6
17060,24/01/2016 20:00,0.4,NULL,4.1
17060,24/01/2016 21:00,0.1,NULL,4.1
17060,24/01/2016 22:00,0.5,NULL,4.6
17060,24/01/2016 23:00,0.7,NULL,4.1
17060,25/01/2016 00:00,0.7,NULL,3.6
17060,25/01/2016 01:00,0.2,NULL,3.1
17060,25/01/2016 02:00,0,NULL,4.1
17060,25/01/2016 03:00,-0.3,NULL,3.6
17060,25/01/2016 04:00,0,NULL,4.6
17060,25/01/2016 05:00,0,NULL,6.2
17060,25/01/2016 06:00,-0.3,NULL,5.7
17060,25/01/2016 07:00,0.3,NULL,6.7
17060,25/01/2016 08:00,1.4,NULL,6.2
17060,25/01/2016 09:00,1.9,NULL,7.2
17060,25/01/2016 10:00,2,NULL,6.7
17060,25/01/2016 11:00,2.8,NULL,5.1
17060,25/01/2016 12:00,3.6,NULL,4.6
17060,25/01/2016 13:00,3,NULL,4.1
17060,25/01/2016 14:00,2.2,NULL,4.1
17060,25/01/2016 15:00,0.9,NULL,4.1
17060,25/01/2016 16:00,0.5,NULL,4.6
17060,25/01/2016 17:00,-0.7,NULL,4.1
17060,25/01/2016 18:00,-1,NULL,3.6
17060,25/01/2016 19:00,-1.2,NULL,2.6
17060,25/01/2016 20:00,-0.9,NULL,1.5
17060,25/01/2016 21:00,-1,NULL,1
17060,25/01/2016 22:00,-1,NULL,2.1
17060,25/01/2016 23:00,-1.8,NULL,1.5
17060,26/01/2016 00:00,1.7,NULL,5.1
17060,26/01/2016 01:00,1.5,NULL,6.2
17060,26/01/2016 02:00,1.8,NULL,6.2
17060,26/01/2016 03:00,1.8,NULL,6.2
17060,26/01/2016 04:00,2.1,NULL,7.2
17060,26/01/2016 05:00,1.9,NULL,7.2
17060,26/01/2016 06:00,2.7,NULL,7.2
17060,26/01/2016 07:00,1.8,NULL,8.2
17060,26/01/2016 08:00,2.1,NULL,8.7
17060,26/01/2016 09:00,0.3,NULL,7.2
17060,26/01/2016 10:00,0.6,NULL,7.2
17060,26/01/2016 11:00,1,NULL,5.7
17060,26/01/2016 12:00,1.4,NULL,5.1
17060,26/01/2016 13:00,2,NULL,3.1
17060,26/01/2016 14:00,1.4,NULL,2.6
17060,26/01/2016 15:00,2.3,NULL,3.1
17060,26/01/2016 16:00,2.4,NULL,3.1
17060,26/01/2016 17:00,2.8,NULL,4.1
17060,26/01/2016 18:00,2.9,NULL,4.1
17060,26/01/2016 19:00,2.8,NULL,5.7
17060,26/01/2016 20:00,2.8,NULL,5.7
17060,26/01/2016 21:00,2.8,NULL,4.6
17060,26/01/2016 22:00,3,NULL,3.1
17060,26/01/2016 23:00,2.9,NULL,2.6
17060,27/01/2016 00:00,2.9,NULL,3.6
17060,27/01/2016 01:00,2.6,NULL,4.6
17060,27/01/2016 02:00,2.5,NULL,4.1
17060,27/01/2016 03:00,2.4,NULL,5.1
17060,27/01/2016 04:00,2.5,NULL,5.1
17060,27/01/2016 05:00,2.5,NULL,3.1
17060,27/01/2016 06:00,2.7,NULL,3.6
17060,27/01/2016 07:00,4.1,NULL,2.1
17060,27/01/2016 08:00,5.3,NULL,2.1
17060,27/01/2016 09:00,5.5,NULL,3.1
17060,27/01/2016 10:00,5.7,NULL,5.7
17060,27/01/2016 11:00,5.6,NULL,6.2
17060,27/01/2016 12:00,6.4,NULL,6.2
17060,27/01/2016 13:00,6.1,NULL,5.1
17060,27/01/2016 14:00,5.8,NULL,5.7
17060,27/01/2016 15:00,5.4,NULL,5.1
17060,27/01/2016 16:00,5.3,NULL,5.7
17060,27/01/2016 17:00,6.2,NULL,5.1
17060,27/01/2016 18:00,6.3,NULL,6.7
17060,27/01/2016 19:00,6.1,NULL,7.7
17060,27/01/2016 20:00,6,NULL,7.7
17060,27/01/2016 21:00,5.9,NULL,8.7
17060,27/01/2016 22:00,5.9,NULL,8.2
17060,27/01/2016 23:00,5.9,NULL,8.7
17060,28/01/2016 00:00,6.1,NULL,8.2
17060,28/01/2016 01:00,6,NULL,7.7
17060,28/01/2016 02:00,6.2,NULL,8.2
17060,28/01/2016 03:00,6.9,NULL,8.7
17060,28/01/2016 04:00,7.1,NULL,7.7
17060,28/01/2016 05:00,7.3,NULL,6.7
17060,28/01/2016 06:00,6.7,NULL,8.2
17060,28/01/2016 07:00,7,NULL,8.2
17060,28/01/2016 08:00,7.7,NULL,8.2
17060,28/01/2016 09:00,8.3,NULL,7.2
17060,28/01/2016 10:00,8.2,NULL,7.2
17060,28/01/2016 11:00,9,NULL,4.6
17060,28/01/2016 12:00,9.3,NULL,4.6
17060,28/01/2016 13:00,9.5,NULL,5.1
17060,28/01/2016 14:00,9.3,NULL,5.1
17060,28/01/2016 15:00,9.3,NULL,3.1
17060,28/01/2016 16:00,8.6,NULL,3.1
17060,28/01/2016 17:00,9.5,NULL,4.6
17060,28/01/2016 18:00,8.9,NULL,3.1
17060,28/01/2016 19:00,8.6,NULL,2.6
17060,28/01/2016 20:00,8.5,NULL,4.6
17060,28/01/2016 21:00,8.3,NULL,4.6
17060,28/01/2016 22:00,7.8,NULL,2.6
17060,28/01/2016 23:00,8.2,NULL,5.1
17060,29/01/2016 00:00,8,NULL,4.1
17060,29/01/2016 01:00,7.8,NULL,3.1
17060,29/01/2016 02:00,7.8,NULL,3.6
17060,29/01/2016 03:00,8.1,NULL,4.1
17060,29/01/2016 04:00,8.3,NULL,4.1
17060,29/01/2016 05:00,8,NULL,3.1
17060,29/01/2016 06:00,8.5,NULL,4.1
17060,29/01/2016 07:00,8.9,NULL,3.1
17060,29/01/2016 08:00,9.2,NULL,4.6
17060,29/01/2016 09:00,9.6,NULL,4.6
17060,29/01/2016 10:00,9.8,NULL,4.6
17060,29/01/2016 11:00,10.6,NULL,4.1
17060,29/01/2016 12:00,11,NULL,3.6
17060,29/01/2016 13:00,11.3,NULL,3.6
17060,29/01/2016 14:00,10.9,NULL,3.1
17060,29/01/2016 15:00,10.1,NULL,2.6
17060,29/01/2016 16:00,9.2,NULL,NULL
17060,29/01/2016 17:00,9.2,NULL,NULL
17060,29/01/2016 18:00,9.1,NULL,0.5
17060,29/01/2016 19:00,9.9,NULL,1.5
17060,29/01/2016 20:00,9.9,NULL,1.5
17060,29/01/2016 21:00,8,NULL,1
17060,29/01/2016 22:00,8.3,NULL,2.1
17060,29/01/2016 23:00,9.2,NULL,3.1
17060,30/01/2016 00:00,9.3,NULL,4.1
17060,30/01/2016 01:00,8.7,NULL,3.6
17060,30/01/2016 02:00,8.8,NULL,4.1
17060,30/01/2016 03:00,8.6,NULL,3.1
17060,30/01/2016 04:00,8.6,NULL,2.6
17060,30/01/2016 05:00,8.5,NULL,3.6
17060,30/01/2016 06:00,8.6,NULL,3.6
17060,30/01/2016 07:00,NULL,NULL,5.7
17060,30/01/2016 08:00,9.9,NULL,5.1
17060,30/01/2016 09:00,9.1,NULL,6.2
17060,30/01/2016 10:00,7.9,NULL,5.1
17060,30/01/2016 11:00,8.1,NULL,5.1
17060,30/01/2016 12:00,8.7,NULL,5.1
17060,30/01/2016 13:00,8.6,NULL,4.1
17060,30/01/2016 14:00,8.7,NULL,3.1
17060,30/01/2016 15:00,8.9,NULL,3.6
17060,30/01/2016 16:00,9.1,NULL,3.6
17060,30/01/2016 17:00,8.4,NULL,2.6
17060,30/01/2016 18:00,8.5,NULL,2.6
17060,30/01/2016 19:00,9,NULL,NULL
17060,30/01/2016 20:00,7.4,NULL,NULL
17060,30/01/2016 21:00,6.5,NULL,1
17060,30/01/2016 23:00,7.5,NULL,2.6
17060,31/01/2016 00:00,7.5,NULL,2.6
17060,31/01/2016 01:00,7.4,NULL,3.1
17060,31/01/2016 02:00,7.4,NULL,4.1
17060,31/01/2016 03:00,7,NULL,5.1
17060,31/01/2016 04:00,7,NULL,5.1
17060,31/01/2016 05:00,7.3,NULL,4.6
17060,31/01/2016 06:00,6.9,NULL,5.1
17060,31/01/2016 07:00,7.4,NULL,4.6
17060,31/01/2016 08:00,7.9,NULL,4.6
17060,31/01/2016 09:00,8.8,NULL,5.1
17060,31/01/2016 10:00,9.2,NULL,4.1
17060,31/01/2016 11:00,9.7,NULL,5.7
17060,31/01/2016 12:00,10,NULL,5.7
17060,31/01/2016 13:00,10.5,NULL,3.1
17060,31/01/2016 14:00,10.6,NULL,3.6
17060,31/01/2016 15:00,10.3,NULL,3.6
17060,31/01/2016 16:00,9.7,NULL,2.1
17060,31/01/2016 17:00,9.9,NULL,2.6
17060,31/01/2016 18:00,10.1,NULL,3.1
17060,31/01/2016 19:00,11.3,NULL,3.1
17060,31/01/2016 20:00,10.6,NULL,3.1
17060,31/01/2016 21:00,10,NULL,2.1
17060,31/01/2016 22:00,10.4,NULL,3.6
17060,31/01/2016 23:00,9.9,NULL,2.6
17060,01/02/2016 00:00,10.1,NULL,3.6
17060,01/02/2016 01:00,9.6,NULL,2.1
17060,01/02/2016 02:00,9.4,NULL,2.6
17060,01/02/2016 03:00,9.5,NULL,2.6
17060,01/02/2016 04:00,9.7,NULL,6.7
17060,01/02/2016 05:00,10.3,NULL,7.2
17060,01/02/2016 06:00,10.2,NULL,5.7
17060,01/02/2016 07:00,10.6,NULL,6.2
17060,01/02/2016 08:00,11.2,NULL,5.1
17060,01/02/2016 09:00,11.4,NULL,7.2
17060,01/02/2016 10:00,11.8,NULL,7.2
17060,01/02/2016 11:00,11.3,NULL,4.6
17060,01/02/2016 12:00,12.7,NULL,4.6
17060,01/02/2016 13:00,12.8,NULL,3.6
17060,01/02/2016 14:00,12.6,NULL,3.1
17060,01/02/2016 15:00,11.9,NULL,3.1
17060,01/02/2016 16:00,11.9,NULL,4.1
17060,01/02/2016 17:00,12,NULL,3.1
17060,01/02/2016 18:00,11.6,NULL,4.1
17060,01/02/2016 19:00,12.4,NULL,3.6
17060,01/02/2016 20:00,12.7,NULL,3.1
17060,01/02/2016 21:00,13.3,NULL,5.1
17060,01/02/2016 22:00,12.8,NULL,4.1
17060,01/02/2016 23:00,12.2,NULL,7.2
17060,02/02/2016 00:00,12.8,NULL,2.6
17060,02/02/2016 01:00,9.2,NULL,2.1
17060,02/02/2016 02:00,10.1,NULL,2.6
17060,02/02/2016 03:00,7.5,NULL,0.5
17060,02/02/2016 04:00,6.2,NULL,2.6
17060,02/02/2016 05:00,6.8,NULL,3.1
17060,02/02/2016 06:00,7.1,NULL,3.6
17060,02/02/2016 07:00,11.1,NULL,2.6
17060,02/02/2016 08:00,11.8,NULL,3.1
17060,02/02/2016 09:00,11.8,NULL,2.6
17060,02/02/2016 10:00,11.2,NULL,3.6
17060,02/02/2016 11:00,11.4,NULL,3.1
17060,02/02/2016 12:00,12.7,NULL,2.6
17060,02/02/2016 13:00,12.5,NULL,2.6
17060,02/02/2016 14:00,12.1,NULL,2.6
17060,02/02/2016 15:00,11.9,NULL,2.1
17060,02/02/2016 16:00,10.5,NULL,2.1
17060,02/02/2016 17:00,9.8,NULL,3.1
17060,02/02/2016 18:00,10.4,NULL,2.6
17060,02/02/2016 19:00,10.8,NULL,2.6
17060,02/02/2016 20:00,10.8,NULL,NULL
17060,02/02/2016 21:00,10.1,NULL,1
17060,02/02/2016 22:00,9.6,NULL,NULL
17060,02/02/2016 23:00,10.1,NULL,1.5
17060,03/02/2016 00:00,10.7,NULL,3.1
17060,03/02/2016 01:00,11.1,NULL,4.1
17060,03/02/2016 02:00,10.2,NULL,3.1
17060,03/02/2016 03:00,10,NULL,3.1
17060,03/02/2016 04:00,9.8,NULL,2.6
17060,03/02/2016 05:00,10.7,NULL,6.7
17060,03/02/2016 06:00,10.7,NULL,4.1
17060,03/02/2016 07:00,11.2,NULL,4.1
17060,03/02/2016 08:00,12,NULL,5.7
17060,03/02/2016 09:00,12.9,NULL,4.6
17060,03/02/2016 10:00,13.1,NULL,4.6
17060,03/02/2016 11:00,14.2,NULL,4.6
17060,03/02/2016 12:00,14.7,NULL,5.1
17060,03/02/2016 13:00,14.8,NULL,4.1
17060,03/02/2016 14:00,15.2,NULL,3.1
17060,03/02/2016 15:00,13.5,NULL,2.1
17060,03/02/2016 16:00,14.3,NULL,3.6
17060,03/02/2016 17:00,14.9,NULL,3.6
17060,03/02/2016 18:00,13.8,NULL,3.6
17060,03/02/2016 19:00,13.8,NULL,3.1
17060,03/02/2016 20:00,13.9,NULL,3.1
17060,03/02/2016 21:00,12.4,NULL,3.1
17060,03/02/2016 22:00,11.9,NULL,3.6
17060,03/02/2016 23:00,13.2,NULL,7.2
17060,04/02/2016 00:00,13.3,NULL,4.1
17060,04/02/2016 01:00,12.2,NULL,7.7
17060,04/02/2016 02:00,13.3,NULL,7.7
17060,04/02/2016 03:00,12.2,NULL,2.1
17060,04/02/2016 04:00,11.9,NULL,6.7
17060,04/02/2016 05:00,12.2,NULL,7.2
17060,04/02/2016 06:00,12,NULL,6.2
17060,04/02/2016 07:00,12.8,NULL,4.6
17060,04/02/2016 08:00,12.8,NULL,5.1
17060,04/02/2016 09:00,13.1,NULL,6.7
17060,04/02/2016 10:00,13.5,NULL,6.2
17060,04/02/2016 11:00,12.5,NULL,5.1
17060,04/02/2016 12:00,12.5,NULL,4.1
17060,04/02/2016 13:00,13.3,NULL,5.1
17060,04/02/2016 14:00,13.1,NULL,3.1
17060,04/02/2016 15:00,13.1,NULL,5.7
17060,04/02/2016 16:00,12.7,NULL,4.6
17060,04/02/2016 17:00,13.3,NULL,6.7
17060,04/02/2016 18:00,12.4,NULL,4.1
17060,04/02/2016 19:00,12.9,NULL,2.1
17060,04/02/2016 20:00,12.6,NULL,4.1
17060,04/02/2016 21:00,13,NULL,7.2
17060,04/02/2016 22:00,12,NULL,4.6
17060,04/02/2016 23:00,13.5,NULL,5.7
17060,05/02/2016 00:00,11.7,NULL,5.1
17060,05/02/2016 01:00,8.3,NULL,9.3
17060,05/02/2016 02:00,7.6,NULL,9.8
17060,05/02/2016 03:00,7.2,NULL,9.8
17060,05/02/2016 04:00,7.2,NULL,8.7
17060,05/02/2016 05:00,7.2,NULL,9.8
17060,05/02/2016 06:00,6.9,NULL,10.8
17060,05/02/2016 07:00,NULL,NULL,10.8
17060,05/02/2016 08:00,6.9,NULL,12.3
17060,05/02/2016 09:00,6.4,NULL,11.8
17060,05/02/2016 10:00,5.7,NULL,12.3
17060,05/02/2016 11:00,4.4,NULL,14.4
17060,05/02/2016 12:00,5,NULL,12.9
17060,05/02/2016 13:00,4.6,NULL,11.8
17060,05/02/2016 14:00,4.4,NULL,12.3
17060,05/02/2016 15:00,4,NULL,11.8
17060,05/02/2016 16:00,4,NULL,11.3
17060,05/02/2016 17:00,4.2,NULL,10.3
17060,05/02/2016 18:00,4.4,NULL,12.3
17060,05/02/2016 19:00,5.3,NULL,11.8
17060,05/02/2016 20:00,4.4,NULL,11.8
17060,05/02/2016 21:00,3.7,NULL,12.3
17060,05/02/2016 22:00,3.6,NULL,14.9
17060,05/02/2016 23:00,4,NULL,10.8
17060,06/02/2016 00:00,3.8,NULL,11.8
17060,06/02/2016 01:00,3.6,NULL,11.8
17060,06/02/2016 02:00,3.6,NULL,9.8
17060,06/02/2016 03:00,4.1,NULL,10.8
17060,06/02/2016 04:00,4.8,NULL,10.3
17060,06/02/2016 05:00,5,NULL,11.8
17060,06/02/2016 06:00,5.4,NULL,11.8
17060,06/02/2016 07:00,5.1,NULL,12.3
17060,06/02/2016 08:00,5.4,NULL,11.8
17060,06/02/2016 09:00,5.3,NULL,11.8
17060,06/02/2016 10:00,5.3,NULL,11.8
17060,06/02/2016 11:00,5.1,NULL,10.3
17060,06/02/2016 12:00,5.9,NULL,10.8
17060,06/02/2016 13:00,4.9,NULL,12.3
17060,06/02/2016 14:00,5.2,NULL,10.3
17060,06/02/2016 15:00,4.5,NULL,8.7
17060,06/02/2016 16:00,3.9,NULL,10.3
17060,06/02/2016 17:00,4,NULL,8.7
17060,06/02/2016 18:00,3.5,NULL,8.2
17060,06/02/2016 19:00,4.2,NULL,7.7
17060,06/02/2016 20:00,4.1,NULL,7.7
17060,06/02/2016 21:00,4.2,NULL,6.2
17060,06/02/2016 22:00,3.4,NULL,6.7
17060,06/02/2016 23:00,3,NULL,6.7
17060,07/02/2016 00:00,2.9,NULL,5.1
17060,07/02/2016 01:00,1.7,NULL,5.7
17060,07/02/2016 02:00,1.9,NULL,5.7
17060,07/02/2016 03:00,1.1,NULL,5.1
17060,07/02/2016 04:00,1,NULL,4.6
17060,07/02/2016 05:00,0.9,NULL,4.6
17060,07/02/2016 06:00,1.7,NULL,5.7
17060,07/02/2016 07:00,4.3,NULL,5.1
17060,07/02/2016 08:00,6,NULL,6.2
17060,07/02/2016 09:00,6.7,NULL,4.6
17060,07/02/2016 10:00,7,NULL,4.6
17060,07/02/2016 11:00,6.9,NULL,4.1
17060,07/02/2016 12:00,7.7,NULL,4.1
17060,07/02/2016 13:00,8.1,NULL,NULL
17060,07/02/2016 14:00,8.2,NULL,NULL
17060,07/02/2016 15:00,7.2,NULL,4.6
17060,07/02/2016 16:00,5.6,NULL,4.6
17060,07/02/2016 17:00,5.2,NULL,4.6
17060,07/02/2016 18:00,5.2,NULL,4.6
17060,07/02/2016 19:00,5,NULL,4.1
17060,07/02/2016 20:00,5.5,NULL,4.1
17060,07/02/2016 21:00,4.3,NULL,4.1
17060,07/02/2016 22:00,3.9,NULL,3.6
17060,07/02/2016 23:00,3.7,NULL,4.1
17060,08/02/2016 00:00,3.8,NULL,3.6
17060,08/02/2016 01:00,3.4,NULL,3.1
17060,08/02/2016 02:00,3,NULL,3.1
17060,08/02/2016 03:00,3.2,NULL,3.6
17060,08/02/2016 04:00,2.8,NULL,NULL
17060,08/02/2016 05:00,3,NULL,2.1
17060,08/02/2016 06:00,4,NULL,3.1
17060,08/02/2016 07:00,4.5,NULL,3.6
17060,08/02/2016 08:00,5.5,NULL,3.6
17060,08/02/2016 09:00,6.4,NULL,3.6
17060,08/02/2016 10:00,7.6,NULL,2.6
17060,08/02/2016 11:00,8.3,NULL,NULL
17060,08/02/2016 12:00,8.4,NULL,3.6
17060,08/02/2016 13:00,7.8,NULL,3.1
17060,08/02/2016 14:00,8.4,NULL,2.6
17060,08/02/2016 15:00,6.7,NULL,2.6
17060,08/02/2016 16:00,5.9,NULL,2.6
17060,08/02/2016 17:00,5.1,NULL,3.6
17060,08/02/2016 18:00,5,NULL,3.1
17060,08/02/2016 19:00,3.8,NULL,3.6
17060,08/02/2016 20:00,3.5,NULL,3.1
17060,08/02/2016 21:00,3.4,NULL,2.1
17060,08/02/2016 22:00,4,NULL,1.5
17060,08/02/2016 23:00,2.9,NULL,0
17060,09/02/2016 00:00,5,NULL,1.5
17060,09/02/2016 01:00,3.3,NULL,2.1
17060,09/02/2016 02:00,3.6,NULL,2.1
17060,09/02/2016 03:00,4.6,NULL,3.6
17060,09/02/2016 04:00,5.1,NULL,4.1
17060,09/02/2016 05:00,5.4,NULL,4.1
17060,09/02/2016 06:00,5.8,NULL,3.6
17060,09/02/2016 07:00,6.3,NULL,4.6
17060,09/02/2016 08:00,7.1,NULL,4.6
17060,09/02/2016 09:00,7.8,NULL,5.1
17060,09/02/2016 10:00,8.3,NULL,4.6
17060,09/02/2016 11:00,8.5,NULL,5.1
17060,09/02/2016 12:00,8.6,NULL,5.1
17060,09/02/2016 13:00,9.1,NULL,4.1
17060,09/02/2016 14:00,9.3,NULL,3.6
17060,09/02/2016 15:00,8.9,NULL,4.1
17060,09/02/2016 16:00,8.4,NULL,3.1
17060,09/02/2016 17:00,7.8,NULL,1.5
17060,09/02/2016 18:00,8.2,NULL,2.1
17060,09/02/2016 19:00,7.8,NULL,3.1
17060,09/02/2016 20:00,7.7,NULL,2.1
17060,09/02/2016 21:00,7.3,NULL,1
17060,09/02/2016 22:00,6.4,NULL,3.1
17060,09/02/2016 23:00,7.6,NULL,4.6
17060,10/02/2016 00:00,8.1,NULL,4.1
17060,10/02/2016 01:00,7.3,NULL,4.1
17060,10/02/2016 02:00,7.4,NULL,4.6
17060,10/02/2016 03:00,7.6,NULL,5.1
17060,10/02/2016 04:00,7.7,NULL,4.6
17060,10/02/2016 05:00,7.9,NULL,5.1
17060,10/02/2016 06:00,8.1,NULL,4.6
17060,10/02/2016 07:00,9.3,NULL,6.2
17060,10/02/2016 08:00,10.7,NULL,4.1
17060,10/02/2016 09:00,11.1,NULL,5.7
17060,10/02/2016 10:00,11.3,NULL,6.2
17060,10/02/2016 11:00,12.1,NULL,7.2
17060,10/02/2016 12:00,12.4,NULL,8.7
17060,10/02/2016 13:00,12.1,NULL,6.2
17060,10/02/2016 14:00,11.9,NULL,5.7
17060,10/02/2016 15:00,11.7,NULL,6.2
17060,10/02/2016 16:00,11.6,NULL,6.2
17060,10/02/2016 17:00,11.5,NULL,5.1
17060,10/02/2016 18:00,12.4,NULL,7.2
17060,10/02/2016 19:00,11.5,NULL,4.1
17060,10/02/2016 20:00,11.4,NULL,5.1
17060,10/02/2016 21:00,11.7,NULL,5.7
17060,10/02/2016 22:00,11.2,NULL,7.7
17060,10/02/2016 23:00,11,NULL,5.7
17060,11/02/2016 00:00,11.9,NULL,6.7
17060,11/02/2016 01:00,11.4,NULL,5.7
17060,11/02/2016 02:00,10.9,NULL,5.7
17060,11/02/2016 03:00,11.3,NULL,7.2
17060,11/02/2016 04:00,10.8,NULL,6.7
17060,11/02/2016 05:00,11.2,NULL,5.1
17060,11/02/2016 06:00,11.2,NULL,8.7
17060,11/02/2016 07:00,10.7,NULL,9.8
17060,11/02/2016 08:00,10.4,NULL,8.2
17060,11/02/2016 09:00,8.8,NULL,6.2
17060,11/02/2016 10:00,9,NULL,4.1
17060,11/02/2016 11:00,10.6,NULL,2.1
17060,11/02/2016 12:00,12.8,NULL,2.1
17060,11/02/2016 13:00,12,NULL,4.1
17060,11/02/2016 14:00,11.4,NULL,5.1
17060,11/02/2016 15:00,10.4,NULL,3.6
17060,11/02/2016 16:00,10.8,NULL,2.6
17060,11/02/2016 17:00,11.3,NULL,NULL
17060,11/02/2016 18:00,11.4,NULL,2.1
17060,11/02/2016 19:00,11.2,NULL,2.1
17060,11/02/2016 20:00,10.1,NULL,3.1
17060,11/02/2016 21:00,10.5,NULL,3.1
17060,11/02/2016 22:00,10,NULL,4.6
17060,11/02/2016 23:00,9.5,NULL,4.6
17060,12/02/2016 00:00,10.6,NULL,2.6
17060,12/02/2016 01:00,10.3,NULL,2.1
17060,12/02/2016 02:00,10.3,NULL,2.1
17060,12/02/2016 03:00,10.8,NULL,2.6
17060,12/02/2016 04:00,10.6,NULL,3.1
17060,12/02/2016 05:00,11,NULL,5.1
17060,12/02/2016 06:00,11.5,NULL,5.1
17060,12/02/2016 07:00,11.9,NULL,4.6
17060,12/02/2016 08:00,12.3,NULL,5.1
17060,12/02/2016 09:00,12.9,NULL,3.1
17060,12/02/2016 10:00,13.6,NULL,3.6
17060,12/02/2016 11:00,14.3,NULL,3.6
17060,12/02/2016 12:00,13.1,NULL,4.6
17060,12/02/2016 13:00,12,NULL,3.1
17060,12/02/2016 14:00,12.3,NULL,2.1
17060,12/02/2016 15:00,11.5,NULL,2.1
17060,12/02/2016 16:00,12,NULL,4.6
17060,12/02/2016 17:00,11.4,NULL,3.1
17060,12/02/2016 18:00,11.5,NULL,2.6
17060,12/02/2016 19:00,11.5,NULL,2.6
17060,12/02/2016 20:00,12.2,NULL,NULL
17060,12/02/2016 21:00,13.6,NULL,5.1
17060,12/02/2016 22:00,12.7,NULL,3.1
17060,12/02/2016 23:00,12.5,NULL,3.1
17060,13/02/2016 00:00,12.8,NULL,2.6
17060,13/02/2016 01:00,12.1,NULL,3.1
17060,13/02/2016 02:00,11.6,NULL,3.1
17060,13/02/2016 03:00,12.6,NULL,1.5
17060,13/02/2016 04:00,12,NULL,4.1
17060,13/02/2016 05:00,11.8,NULL,4.6
17060,13/02/2016 06:00,11.4,NULL,3.1
17060,13/02/2016 07:00,11.6,NULL,2.1
17060,13/02/2016 08:00,12.7,NULL,4.6
17060,13/02/2016 09:00,12.5,NULL,4.1
17060,13/02/2016 10:00,12.3,NULL,3.1
17060,13/02/2016 11:00,13.6,NULL,4.1
17060,13/02/2016 12:00,14.6,NULL,4.6
17060,13/02/2016 13:00,13.9,NULL,4.1
17060,13/02/2016 14:00,14,NULL,5.1
17060,13/02/2016 15:00,14.6,NULL,6.2
17060,13/02/2016 16:00,14.1,NULL,5.7
17060,13/02/2016 17:00,13.3,NULL,5.1
17060,13/02/2016 18:00,13.7,NULL,7.2
17060,13/02/2016 19:00,13.9,NULL,7.7
17060,13/02/2016 20:00,14,NULL,9.3
17060,13/02/2016 21:00,14,NULL,9.3
17060,13/02/2016 22:00,13.7,NULL,8.2
17060,13/02/2016 23:00,13.6,NULL,9.8
17060,14/02/2016 00:00,12.6,NULL,5.7
17060,14/02/2016 01:00,12.8,NULL,7.2
17060,14/02/2016 02:00,12,NULL,3.1
17060,14/02/2016 03:00,11.9,NULL,2.6
17060,14/02/2016 04:00,12,NULL,3.1
17060,14/02/2016 05:00,12.7,NULL,5.7
17060,14/02/2016 06:00,13.2,NULL,5.1
17060,14/02/2016 07:00,13.4,NULL,4.6
17060,14/02/2016 08:00,14.8,NULL,4.6
17060,14/02/2016 09:00,14.9,NULL,4.6
17060,14/02/2016 10:00,14.4,NULL,4.6
17060,14/02/2016 11:00,14.3,NULL,5.1
17060,14/02/2016 12:00,14.3,NULL,5.1
17060,14/02/2016 13:00,15.3,NULL,7.2
17060,14/02/2016 14:00,15.3,NULL,6.7
17060,14/02/2016 15:00,13.8,NULL,4.1
17060,14/02/2016 16:00,14.4,NULL,7.2
17060,14/02/2016 17:00,13.8,NULL,6.2
17060,14/02/2016 18:00,13.8,NULL,4.6
17060,14/02/2016 19:00,13.6,NULL,3.1
17060,14/02/2016 20:00,14.6,NULL,5.1
17060,14/02/2016 21:00,14.5,NULL,3.1
17060,14/02/2016 22:00,13.7,NULL,4.1
17060,14/02/2016 23:00,14.4,NULL,5.1
17060,15/02/2016 00:00,14.6,NULL,6.2
17060,15/02/2016 01:00,15,NULL,4.1
